CustomerID,Age,Annual_Income_K,Spending_Score,Purchase_Frequency,Avg_Order_Value,Tenure_Years,Returns_Count,Loyalty_Points,Region,Gender,CLV_Score,Return_Rate,Engagement_Score,Segment,Segment_Label
CUST1242,49,114,36,33,196.42,1.6,2,4310,East,Male,135.432,0.060422960725075525,94.2,1,High Value
CUST1243,21,137,20,13,52.72,4.7,4,1549,East,Female,35.62,0.3053435114503817,54.480000000000004,2,At-Risk
CUST1244,28,27,83,26,32.39,4.9,9,3474,South,Male,58.266,0.3448275862068965,93.98,2,At-Risk
CUST1245,34,123,99,22,84.88,8.7,0,127,East,Female,267.894,0.0,46.04,0,Budget Shoppers
CUST1246,55,44,81,39,482.3,5.7,4,4855,South,Male,138.996,0.10230179028132992,125.6,1,High Value
CUST1247,41,115,62,2,283.77,4.1,5,2761,North,Female,14.26,2.380952380952381,75.72,3,Loyal Mid-Tier
CUST1248,22,112,98,38,483.59,9.8,6,4456,North,Male,417.088,0.15748031496062992,138.12,0,Budget Shoppers
CUST1249,69,80,73,39,227.6,1.6,8,4664,South,Male,227.76,0.20460358056265984,101.28,0,Budget Shoppers
CUST1250,51,141,26,26,169.67,4.5,2,1415,North,Male,95.316,0.07662835249042145,50.8,1,High Value
CUST1251,23,70,66,46,262.95,0.9,1,201,West,Male,212.52,0.021691973969631236,8.52,0,Budget Shoppers
CUST1252,39,40,73,50,230.97,7.5,2,2369,West,Male,146.0,0.03992015968063872,84.88,1,High Value
CUST1253,28,24,73,15,70.72,9.2,8,517,North,Male,26.28,0.5298013245033113,56.34,2,At-Risk
CUST1254,65,111,40,34,327.6,3.2,6,1341,South,Female,150.96,0.1759530791788856,42.82,1,High Value
CUST1255,33,80,17,42,123.7,8.7,8,4776,South,Female,57.12,0.19002375296912113,139.01999999999998,1,High Value
CUST1256,50,41,1,44,317.4,3.3,1,1988,North,Male,1.804,0.022675736961451247,56.26,1,High Value
CUST1257,26,89,89,49,332.1,9.2,4,3545,East,Male,388.129,0.0814663951120163,116.9,0,Budget Shoppers
CUST1258,23,20,61,40,92.97,7.7,3,4520,West,Male,48.8,0.07481296758104738,128.9,1,High Value
CUST1259,33,31,43,11,49.45,8.1,1,3802,East,Male,14.663,0.0900900900900901,116.54,2,At-Risk
CUST1260,46,109,42,3,394.77,0.7,8,3275,South,Female,13.734,2.5806451612903225,69.0,3,Loyal Mid-Tier
CUST1261,20,65,25,6,240.7,9.6,8,3654,South,Male,9.75,1.3114754098360657,121.08,2,At-Risk
CUST1262,37,53,39,9,47.92,7.4,5,2434,East,Female,18.603,0.5494505494505495,85.68,2,At-Risk
CUST1263,53,97,35,6,497.54,3.4,5,4873,North,Female,20.37,0.819672131147541,114.46,2,At-Risk
CUST1264,36,64,3,9,47.73,8.4,7,207,East,Male,1.728,0.7692307692307693,46.14,2,At-Risk
CUST1265,43,92,44,39,353.62,3.2,5,2633,East,Male,157.872,0.1278772378516624,68.66,1,High Value
CUST1266,20,45,51,31,492.17,8.8,0,4117,West,Female,71.145,0.0,126.34,1,High Value
CUST1267,36,66,94,32,134.81,1.6,3,153,West,Female,198.528,0.09345794392523364,11.06,0,Budget Shoppers
CUST1268,37,140,98,41,88.28,7.2,6,3366,East,Male,562.52,0.145985401459854,103.32,0,Budget Shoppers
CUST1269,49,75,12,50,78.26,5.6,1,4314,East,Male,45.0,0.01996007984031936,114.28,1,High Value
CUST1270,24,113,19,12,165.57,1.4,8,4764,South,Male,25.764,0.6611570247933884,102.28,2,At-Risk
CUST1271,69,126,44,8,68.5,2.8,7,1518,West,Female,44.352,0.8641975308641976,44.36,2,At-Risk
CUST1272,58,82,59,8,352.24,0.6,7,2600,West,Female,38.704,0.8641975308641976,55.0,2,At-Risk
CUST1273,50,67,49,50,49.9,5.0,6,2195,South,Male,164.15,0.11976047904191617,68.9,1,High Value
CUST1274,57,80,61,28,264.52,3.4,3,4498,North,Female,136.64,0.10676156583629892,106.96,1,High Value
CUST1275,56,100,17,20,498.41,6.2,1,4691,West,Female,34.0,0.04975124378109452,124.82,1,High Value
CUST1276,35,45,74,47,410.71,3.3,2,3554,West,Male,156.51,0.04246284501061571,87.58,1,High Value
CUST1277,57,55,57,7,315.31,3.3,5,2414,North,Male,21.945,0.7042253521126761,64.78,2,At-Risk
CUST1278,18,20,55,11,167.0,7.6,4,2849,West,Female,12.1,0.3603603603603604,94.97999999999999,2,At-Risk
CUST1279,28,27,47,20,319.47,1.0,7,1742,West,Female,25.38,0.34825870646766166,39.84,2,At-Risk
CUST1280,45,132,12,16,272.98,9.1,5,1306,North,Male,25.344,0.3105590062111801,71.62,2,At-Risk
CUST1281,42,118,62,4,224.52,8.6,5,3849,North,Male,29.264,1.2195121951219514,119.98,2,At-Risk
CUST1282,67,66,80,6,82.74,6.8,0,4168,East,Male,31.68,0.0,117.36,2,At-Risk
CUST1283,40,146,88,22,445.57,6.1,3,4576,South,Male,282.656,0.13574660633484162,122.02,0,Budget Shoppers
CUST1284,48,75,83,26,235.9,9.0,4,4655,South,Male,161.85,0.1532567049808429,138.1,0,Budget Shoppers
CUST1285,47,33,8,3,113.42,2.3,2,4840,North,Female,0.792,0.6451612903225806,108.3,2,At-Risk
CUST1286,59,47,95,41,196.52,1.3,8,4195,North,Female,183.065,0.194647201946472,90.4,0,Budget Shoppers
CUST1287,52,97,21,42,218.78,2.8,0,2555,West,Female,85.554,0.0,65.1,1,High Value
CUST1288,24,149,81,14,417.22,8.0,5,2305,East,Female,168.966,0.3546099290780142,86.1,0,Budget Shoppers
CUST1289,33,128,87,11,372.13,0.8,5,4508,East,Male,122.496,0.45045045045045046,94.16,2,At-Risk
CUST1290,43,33,80,18,389.27,6.0,9,1088,North,Male,47.52,0.49723756906077343,51.760000000000005,2,At-Risk
CUST1291,65,75,70,12,25.3,10.0,4,2642,West,Male,63.0,0.3305785123966942,102.84,2,At-Risk
CUST1292,69,134,72,23,219.75,8.6,4,1177,West,Female,221.904,0.17316017316017315,66.53999999999999,0,Budget Shoppers
CUST1293,66,26,25,12,251.05,5.5,9,4916,South,Female,7.8,0.7438016528925621,125.82,2,At-Risk
CUST1294,19,22,82,13,29.21,1.1,4,4757,South,Female,23.452,0.3053435114503817,100.64,2,At-Risk
CUST1295,18,130,89,25,144.71,8.4,5,2994,West,Male,289.25,0.199203187250996,101.88,0,Budget Shoppers
CUST1296,65,126,12,45,384.94,6.2,7,559,South,Female,68.04,0.15521064301552107,42.18,1,High Value
CUST1297,29,37,15,51,85.81,1.6,1,2964,North,Male,28.305,0.019569471624266144,67.28,1,High Value
CUST1298,22,57,59,19,276.95,1.4,5,1271,West,Male,63.897,0.2617801047120419,32.42,2,At-Risk
CUST1299,54,134,26,46,123.3,9.1,0,1813,South,Male,160.264,0.0,81.75999999999999,1,High Value
CUST1300,49,34,26,36,25.82,6.9,3,2915,East,Male,31.824,0.08310249307479224,92.8,1,High Value
CUST1301,26,138,47,45,135.78,8.4,9,609,West,Male,291.87,0.19955654101995565,54.18,0,Budget Shoppers
CUST1302,58,47,32,8,488.42,8.9,2,2461,West,Male,12.032,0.2469135802469136,93.72,2,At-Risk
CUST1303,52,58,10,29,404.74,5.9,8,4120,East,Female,16.82,0.274914089347079,111.9,1,High Value
CUST1304,36,36,16,32,480.6,5.4,2,283,North,Male,18.432,0.06230529595015576,32.66,1,High Value
CUST1305,65,105,71,51,254.17,4.6,5,2928,East,Male,380.205,0.09784735812133072,81.56,0,Budget Shoppers
CUST1306,33,145,17,44,72.67,3.5,0,4396,West,Female,108.46,0.0,105.42,1,High Value
CUST1307,20,63,23,18,283.02,4.6,5,1091,North,Male,26.082,0.2762430939226519,44.82,2,At-Risk
CUST1308,37,44,26,6,238.1,7.9,3,816,South,Female,6.864,0.49180327868852464,55.82,2,At-Risk
CUST1309,41,32,85,18,425.29,6.2,7,82,South,Female,48.96,0.38674033149171266,32.64,2,At-Risk
CUST1310,50,44,86,19,67.08,9.0,8,1920,South,Female,71.896,0.41884816753926696,83.4,2,At-Risk
CUST1311,41,87,7,22,254.36,4.7,3,3491,West,Male,13.398,0.13574660633484162,93.32,1,High Value
CUST1312,69,86,14,37,92.02,6.3,9,3144,East,Male,44.548,0.2425876010781671,94.38,1,High Value
CUST1313,28,128,79,32,175.84,6.5,9,2093,North,Female,323.584,0.2803738317757009,74.36,0,Budget Shoppers
CUST1314,66,130,7,41,373.93,6.1,5,4713,South,Male,37.31,0.121654501216545,124.76,1,High Value
CUST1315,25,130,9,3,248.49,7.2,0,175,North,Male,3.51,0.0,39.5,2,At-Risk
CUST1316,53,53,48,28,200.43,2.8,3,2704,West,Female,71.232,0.10676156583629892,68.08,1,High Value
CUST1317,55,130,72,10,209.35,5.4,6,4937,South,Female,93.6,0.594059405940594,125.74,2,At-Risk
CUST1318,57,27,59,51,240.53,1.5,0,369,West,Male,81.243,0.0,14.879999999999999,1,High Value
CUST1319,37,132,87,35,396.81,4.2,7,1818,East,Female,401.94,0.19943019943019943,57.36,0,Budget Shoppers
CUST1320,52,102,93,29,448.2,5.1,9,2101,West,Female,275.094,0.30927835051546393,67.52000000000001,0,Budget Shoppers
CUST1321,65,61,82,15,478.56,6.7,5,4785,West,Female,75.03,0.33112582781456956,129.2,2,At-Risk
CUST1322,42,120,95,33,397.71,9.5,4,3490,East,Male,376.2,0.12084592145015105,117.3,0,Budget Shoppers
CUST1323,52,25,94,7,171.4,6.2,9,1779,North,Male,16.45,1.267605633802817,66.58,2,At-Risk
CUST1324,42,45,39,12,350.3,7.6,8,1364,East,Male,21.06,0.6611570247933884,65.28,2,At-Risk
CUST1325,46,83,99,49,230.05,5.3,1,4462,East,Female,402.633,0.020366598778004074,115.74,0,Budget Shoppers
CUST1326,35,78,18,30,142.24,6.5,4,3342,West,Male,42.12,0.13289036544850497,99.34,1,High Value
CUST1327,63,128,59,21,423.62,1.2,5,4739,North,Female,158.592,0.23696682464454974,100.78,0,Budget Shoppers
CUST1328,35,140,17,31,38.44,2.9,6,3676,South,Male,73.78,0.19292604501607716,88.02,1,High Value
CUST1329,19,52,14,24,452.85,3.9,4,2426,East,Male,17.472,0.16597510373443983,68.02000000000001,1,High Value
CUST1330,52,40,31,20,241.51,5.0,8,72,North,Female,24.8,0.3980099502487562,26.44,2,At-Risk
CUST1331,33,89,24,37,325.86,0.9,0,2962,East,Male,79.032,0.0,63.74,1,High Value
CUST1332,58,131,99,4,336.49,1.8,6,859,East,Female,51.876,1.4634146341463417,26.18,2,At-Risk
CUST1333,53,23,60,28,449.66,3.1,9,3856,East,Male,38.64,0.32028469750889677,92.62,1,High Value
CUST1334,50,113,45,44,325.6,9.7,6,4138,East,Male,223.74,0.13605442176870747,131.26,0,Budget Shoppers
CUST1335,21,94,98,20,314.69,3.6,3,2424,West,Female,184.24,0.14925373134328357,66.47999999999999,0,Budget Shoppers
CUST1336,50,81,3,24,51.99,5.1,8,1064,North,Female,5.832,0.33195020746887965,46.78,1,High Value
CUST1337,31,113,37,50,268.84,2.4,4,2217,North,Female,209.05,0.07984031936127745,56.34,1,High Value
CUST1338,38,114,43,49,92.08,6.3,3,4017,North,Male,240.198,0.06109979633401222,111.84,0,Budget Shoppers
CUST1339,65,74,40,51,373.97,3.2,6,2259,East,Male,150.96,0.11741682974559686,61.18,1,High Value
CUST1340,37,50,90,32,265.87,2.5,3,3751,West,Male,144.0,0.09345794392523364,87.52,0,Budget Shoppers
CUST1341,25,59,55,41,346.51,5.4,2,2086,East,Female,133.045,0.048661800486618,68.72,1,High Value
CUST1342,24,55,87,36,40.0,0.6,8,368,East,Female,172.26,0.22160664819944598,10.36,0,Budget Shoppers
CUST1343,20,25,39,34,60.7,0.6,7,2804,North,Female,33.15,0.20527859237536655,59.08,1,High Value
CUST1344,34,85,15,36,363.84,2.6,0,150,East,Male,45.9,0.0,16.0,1,High Value
CUST1345,50,94,4,2,54.6,0.8,6,1134,South,Male,0.752,2.857142857142857,26.68,3,Loyal Mid-Tier
CUST1346,65,23,93,15,54.2,1.5,8,2784,East,Female,32.085,0.5298013245033113,63.18,2,At-Risk
CUST1347,29,98,86,34,25.81,3.7,7,4164,South,Male,286.552,0.20527859237536655,101.78,0,Budget Shoppers
CUST1348,68,137,25,36,479.12,8.1,7,2346,East,Female,123.3,0.19390581717451522,87.42,1,High Value
CUST1349,39,132,13,6,374.0,5.9,5,4897,West,Male,10.296,0.819672131147541,127.44,2,At-Risk
CUST1350,39,113,82,39,189.56,5.4,3,2250,West,Male,361.374,0.07672634271099744,72.0,0,Budget Shoppers
CUST1351,63,81,33,42,162.34,3.3,7,60,North,Female,112.266,0.166270783847981,17.7,1,High Value
CUST1352,47,98,16,51,187.86,9.4,2,3010,East,Male,79.968,0.03913894324853229,107.2,1,High Value
CUST1353,55,45,42,51,391.83,4.3,8,3901,South,Male,96.39,0.15655577299412915,99.52,1,High Value
CUST1354,55,63,66,12,337.46,1.3,1,1337,South,Female,49.896,0.08264462809917356,33.239999999999995,2,At-Risk
CUST1355,62,89,55,3,108.89,6.4,1,1184,East,Female,14.685,0.3225806451612903,55.68,2,At-Risk
CUST1356,68,137,99,45,103.57,1.6,6,4426,South,Male,610.335,0.13303769401330376,96.52,0,Budget Shoppers
CUST1357,25,87,42,18,67.23,3.8,9,1551,West,Female,65.772,0.49723756906077343,50.019999999999996,2,At-Risk
CUST1358,44,38,34,40,336.95,5.3,3,4433,South,Male,51.68,0.07481296758104738,115.16,1,High Value
CUST1359,44,39,30,21,386.9,8.8,9,1629,North,Female,24.57,0.42654028436018954,76.58,2,At-Risk
CUST1360,51,132,13,15,147.22,5.2,7,1327,West,Male,25.74,0.4635761589403974,52.54,2,At-Risk
CUST1361,38,66,13,33,30.05,7.2,8,1526,West,Male,28.314,0.2416918429003021,66.52,1,High Value
CUST1362,47,20,18,35,59.44,9.9,6,1673,West,Female,12.6,0.17094017094017094,82.96000000000001,1,High Value
CUST1363,50,109,32,26,484.57,1.7,4,1361,East,Male,90.688,0.1532567049808429,35.72,1,High Value
CUST1364,45,83,96,8,161.81,3.1,7,1573,East,Male,63.744,0.8641975308641976,46.96,2,At-Risk
CUST1365,64,57,99,36,389.23,4.2,3,2686,West,Female,203.148,0.08310249307479224,74.72,0,Budget Shoppers
CUST1366,50,56,39,48,319.84,4.5,1,4370,East,Female,104.832,0.020790020790020788,109.9,1,High Value
CUST1367,22,145,46,30,203.33,4.4,5,2366,South,Male,200.1,0.16611295681063123,69.32,0,Budget Shoppers
CUST1368,65,119,29,23,118.73,9.1,8,3757,East,Female,79.373,0.3463203463203463,120.64,1,High Value
CUST1369,36,96,62,42,78.27,7.3,0,2434,East,Female,249.984,0.0,85.18,0,Budget Shoppers
CUST1370,21,22,93,44,315.21,6.3,9,1993,West,Male,90.024,0.20408163265306123,71.36,1,High Value
CUST1371,52,29,62,14,391.82,3.4,6,869,North,Male,25.172,0.425531914893617,34.379999999999995,2,At-Risk
CUST1372,66,24,57,14,329.07,8.3,9,1014,North,Female,19.152,0.6382978723404256,61.78,2,At-Risk
CUST1373,34,149,16,2,274.55,9.6,8,1911,North,Female,4.768,3.8095238095238093,86.22,3,Loyal Mid-Tier
CUST1374,61,32,56,37,40.14,8.3,9,602,South,Female,66.304,0.2425876010781671,53.54,1,High Value
CUST1375,45,149,10,5,484.87,0.5,8,3821,East,Male,7.45,1.5686274509803924,78.92,2,At-Risk
CUST1376,47,103,30,38,403.38,6.5,9,690,North,Male,117.42,0.23622047244094488,46.3,1,High Value
CUST1377,46,84,25,45,160.55,1.0,2,493,West,Male,94.5,0.044345898004434586,14.86,1,High Value
CUST1378,63,82,84,41,490.39,2.9,4,489,North,Male,282.408,0.097323600973236,24.28,0,Budget Shoppers
CUST1379,23,120,5,47,308.9,1.1,7,2556,North,Male,28.2,0.14861995753715498,56.62,1,High Value
CUST1380,52,92,65,14,299.56,6.2,7,4485,East,Male,83.72,0.49645390070921985,120.7,2,At-Risk
CUST1381,58,36,94,39,379.08,7.0,3,294,East,Male,131.976,0.07672634271099744,40.88,1,High Value
CUST1382,54,28,49,25,409.65,1.6,0,4027,East,Female,34.3,0.0,88.54,1,High Value
CUST1383,41,57,3,20,335.11,4.1,0,2843,South,Female,3.42,0.0,77.36,1,High Value
CUST1384,46,113,45,2,81.49,4.8,3,2912,South,Male,10.17,1.4285714285714286,82.24000000000001,2,At-Risk
CUST1385,66,114,14,39,182.37,4.0,5,1717,North,Male,62.244,0.1278772378516624,54.34,1,High Value
CUST1386,63,68,30,6,465.48,1.6,7,2596,East,Male,12.24,1.1475409836065575,59.92,2,At-Risk
CUST1387,48,88,68,17,127.82,4.5,5,4744,North,Female,101.728,0.29239766081871343,117.38,2,At-Risk
CUST1388,52,81,18,25,198.64,7.6,8,1873,West,Male,36.45,0.3187250996015936,75.46000000000001,1,High Value
CUST1389,50,97,62,28,227.4,1.2,8,4663,West,Female,168.392,0.2846975088967971,99.26,0,Budget Shoppers
CUST1390,69,136,37,2,230.91,1.3,1,3258,East,Female,10.064,0.47619047619047616,71.66,2,At-Risk
CUST1391,38,139,25,35,314.21,3.9,9,2817,East,Female,121.625,0.2564102564102564,75.84,1,High Value
CUST1392,49,95,48,37,472.68,9.4,0,444,West,Female,168.72,0.0,55.88,1,High Value
CUST1393,40,54,65,5,135.53,6.9,1,3641,East,Female,17.55,0.19607843137254904,107.32,2,At-Risk
CUST1394,50,20,53,1,78.32,6.9,4,4458,South,Male,1.06,3.6363636363636362,123.66,3,Loyal Mid-Tier
CUST1395,20,59,79,40,114.79,3.9,3,741,South,Male,186.44,0.07481296758104738,34.32,0,Budget Shoppers
CUST1396,35,83,73,12,445.72,6.1,3,2041,East,Female,72.708,0.24793388429752067,71.32,2,At-Risk
CUST1397,42,79,15,36,329.99,0.6,8,679,West,Male,42.66,0.22160664819944598,16.58,1,High Value
CUST1398,59,83,49,45,157.24,6.5,7,2467,North,Female,183.015,0.15521064301552107,81.84,1,High Value
CUST1399,48,112,88,23,411.65,9.2,5,3697,East,Female,226.688,0.21645021645021645,119.94,0,Budget Shoppers
CUST1400,20,91,68,47,433.46,6.3,0,1358,East,Male,290.836,0.0,58.66,0,Budget Shoppers
CUST1401,57,30,12,31,426.33,8.8,1,62,North,Male,11.16,0.03215434083601286,45.24,1,High Value
CUST1402,63,124,59,11,461.08,7.4,5,2559,East,Male,80.476,0.45045045045045046,88.18,2,At-Risk
CUST1403,41,33,37,10,141.08,1.6,1,3769,North,Male,12.21,0.09900990099009901,83.38,2,At-Risk
CUST1404,67,79,61,3,382.42,9.1,9,4351,West,Male,14.457,2.903225806451613,132.51999999999998,3,Loyal Mid-Tier
CUST1405,49,49,43,14,241.06,1.1,4,134,South,Female,29.498,0.28368794326241137,8.18,2,At-Risk
CUST1406,64,54,70,16,424.16,5.6,4,3644,West,Male,60.48,0.24844720496894407,100.88,2,At-Risk
CUST1407,39,24,39,10,369.68,1.9,5,4970,South,Male,9.36,0.49504950495049505,108.9,2,At-Risk
CUST1408,40,102,56,29,392.69,0.6,5,4917,North,Male,165.648,0.1718213058419244,101.34,0,Budget Shoppers
CUST1409,19,142,63,10,334.96,4.5,5,2135,South,Female,89.46,0.49504950495049505,65.2,2,At-Risk
CUST1410,44,97,46,12,105.17,3.3,1,3278,West,Male,53.544,0.08264462809917356,82.06,2,At-Risk
CUST1411,59,81,88,30,281.61,5.1,9,822,South,Female,213.84,0.2990033222591362,41.94,0,Budget Shoppers
CUST1412,19,108,11,41,492.64,6.0,2,3074,North,Male,48.708,0.048661800486618,91.47999999999999,1,High Value
CUST1413,43,61,62,1,469.95,0.9,5,2981,South,Male,3.782,4.545454545454545,64.12,3,Loyal Mid-Tier
CUST1414,34,108,77,5,40.72,1.7,7,120,East,Female,41.58,1.3725490196078431,10.9,2,At-Risk
CUST1415,57,59,98,20,99.11,5.8,0,1637,West,Male,115.64,0.0,61.74,2,At-Risk
CUST1416,50,91,25,8,83.23,3.8,0,924,East,Male,18.2,0.0,37.480000000000004,2,At-Risk
CUST1417,26,58,71,43,368.47,7.4,1,644,North,Female,177.074,0.02320185614849188,49.88,0,Budget Shoppers
CUST1418,60,123,52,12,412.54,6.7,5,2032,South,Male,76.752,0.4132231404958678,74.14,2,At-Risk
CUST1419,65,33,4,1,122.49,8.5,8,2761,East,Female,0.132,7.2727272727272725,97.72,3,Loyal Mid-Tier
CUST1420,56,51,59,20,262.81,7.1,3,2068,East,Female,60.18,0.14925373134328357,76.86,2,At-Risk
CUST1421,46,144,72,28,423.54,4.6,2,241,South,Female,290.304,0.07117437722419928,27.82,0,Budget Shoppers
CUST1422,59,116,20,43,371.74,6.9,7,2668,South,Female,99.76,0.16241299303944315,87.86,1,High Value
CUST1423,43,42,93,37,280.27,3.1,9,802,West,Female,144.522,0.2425876010781671,31.54,0,Budget Shoppers
CUST1424,52,82,63,47,303.37,3.4,8,4164,East,Male,242.802,0.16985138004246284,100.28,0,Budget Shoppers
CUST1425,67,72,54,37,264.01,8.0,4,195,East,Male,143.856,0.10781671159029649,43.9,1,High Value
CUST1426,42,123,74,12,162.82,4.7,8,2187,North,Male,109.224,0.6611570247933884,67.24000000000001,2,At-Risk
CUST1427,41,123,98,37,291.21,8.1,1,3515,West,Female,445.998,0.026954177897574122,110.8,0,Budget Shoppers
CUST1428,30,58,57,49,350.66,8.3,2,2330,North,Female,161.994,0.04073319755600815,88.1,1,High Value
CUST1429,24,86,90,49,439.19,8.6,6,2359,East,Female,379.26,0.12219959266802444,90.18,0,Budget Shoppers
CUST1430,53,61,41,44,325.42,9.2,6,4841,North,Female,110.044,0.13605442176870747,142.82,1,High Value
CUST1431,62,34,3,28,385.34,4.6,5,3606,East,Male,2.856,0.1779359430604982,95.12,1,High Value
CUST1432,37,130,6,47,96.83,3.5,5,276,East,Male,36.66,0.10615711252653927,23.02,1,High Value
CUST1433,18,52,5,15,241.55,6.0,1,60,North,Female,3.9,0.06622516556291391,31.2,2,At-Risk
CUST1434,25,57,5,6,24.48,4.0,9,3390,North,Female,1.71,1.4754098360655739,87.8,2,At-Risk
CUST1435,63,116,54,44,138.41,6.2,5,1913,South,Male,275.616,0.11337868480725623,69.25999999999999,0,Budget Shoppers
CUST1436,33,52,47,20,368.7,7.2,3,3927,South,Female,48.88,0.14925373134328357,114.54,2,At-Risk
CUST1437,31,105,87,50,496.07,7.0,2,2591,South,Female,456.75,0.03992015968063872,86.82,0,Budget Shoppers
CUST1438,29,85,49,14,67.61,4.1,1,566,East,Female,58.31,0.07092198581560284,31.82,2,At-Risk
CUST1439,68,29,9,2,212.72,2.1,0,3935,North,Male,0.522,0.0,89.2,2,At-Risk
CUST1440,40,24,99,9,404.03,4.6,4,1571,West,Male,21.384,0.43956043956043955,54.42,2,At-Risk
CUST1441,32,142,20,37,117.94,1.9,1,4717,East,Female,105.08,0.026954177897574122,103.84,1,High Value
CUST1442,45,93,61,20,286.44,9.0,1,1200,West,Male,113.46,0.04975124378109452,69.0,2,At-Risk
CUST1443,51,116,35,26,371.87,3.8,6,4409,North,Female,105.56,0.22988505747126436,107.18,1,High Value
CUST1444,19,137,50,29,315.67,2.0,7,2854,East,Female,198.65,0.24054982817869414,67.08,0,Budget Shoppers
CUST1445,49,57,82,1,110.25,0.7,9,2895,West,Male,4.674,8.181818181818182,61.4,3,Loyal Mid-Tier
CUST1446,40,66,62,35,190.58,6.6,7,1236,West,Female,143.22,0.19943019943019943,57.72,1,High Value
CUST1447,39,128,17,6,396.22,6.6,3,136,South,Female,13.056,0.49180327868852464,35.72,2,At-Risk
CUST1448,68,34,88,37,286.03,3.7,0,1029,South,Male,110.704,0.0,39.08,1,High Value
CUST1449,42,24,3,5,22.51,1.2,6,2156,South,Female,0.36,1.1764705882352942,49.12,2,At-Risk
CUST1450,39,66,32,33,385.28,4.4,0,2594,East,Female,69.696,0.0,73.88,1,High Value
CUST1451,39,87,99,49,36.95,3.5,3,661,North,Female,422.037,0.06109979633401222,30.72,0,Budget Shoppers
CUST1452,66,95,13,51,377.95,6.9,7,2472,North,Male,62.985,0.136986301369863,83.94,1,High Value
CUST1453,69,149,89,14,117.19,6.3,1,2677,South,Female,185.654,0.07092198581560284,85.03999999999999,0,Budget Shoppers
CUST1454,59,114,73,12,479.88,4.0,5,2308,South,Male,99.864,0.4132231404958678,66.16,2,At-Risk
CUST1455,23,134,68,42,196.61,2.6,5,86,South,Female,382.704,0.1187648456057007,14.72,0,Budget Shoppers
CUST1456,32,55,14,20,176.93,9.9,8,2512,West,Female,15.4,0.3980099502487562,99.74000000000001,2,At-Risk
CUST1457,60,45,98,50,91.47,4.8,4,2942,South,Female,220.5,0.07984031936127745,82.84,0,Budget Shoppers
CUST1458,54,62,11,24,166.69,7.0,9,2773,West,Female,16.368,0.37344398340248963,90.46000000000001,1,High Value
CUST1459,50,46,56,43,440.79,1.8,3,2504,North,Male,110.768,0.06960556844547564,59.08,1,High Value
CUST1460,25,88,67,34,498.24,5.1,4,3310,East,Male,200.464,0.11730205278592375,91.7,0,Budget Shoppers
CUST1461,61,30,92,25,196.79,0.8,9,1700,East,Female,69.0,0.3585657370517928,38.0,2,At-Risk
CUST1462,61,93,29,50,235.33,5.3,4,3670,East,Female,134.85,0.07984031936127745,99.9,1,High Value
CUST1463,22,123,9,29,366.59,9.7,7,2700,East,Female,32.103,0.24054982817869414,102.5,1,High Value
CUST1464,56,57,67,39,445.37,4.1,9,3629,West,Female,148.941,0.23017902813299232,93.08,1,High Value
CUST1465,21,42,25,31,304.66,0.9,7,4590,West,Female,32.55,0.22508038585209003,96.3,1,High Value
CUST1466,23,66,98,47,207.93,0.8,1,1647,South,Female,303.996,0.021231422505307854,36.94,0,Budget Shoppers
CUST1467,62,109,76,43,218.06,4.2,6,3318,West,Female,356.212,0.13921113689095127,87.36,0,Budget Shoppers
CUST1468,49,65,42,50,353.9,2.0,7,3687,South,Female,136.5,0.13972055888223553,83.74,1,High Value
CUST1469,69,126,9,23,21.54,0.7,5,596,South,Male,26.082,0.21645021645021645,15.42,1,High Value
CUST1470,47,123,79,44,317.4,7.7,4,4545,East,Male,427.548,0.09070294784580499,129.4,0,Budget Shoppers
CUST1471,64,130,40,38,190.64,4.9,8,484,West,Male,197.6,0.2099737532808399,34.18,1,High Value
CUST1472,52,123,25,20,401.21,3.2,2,645,West,Female,61.5,0.09950248756218905,28.9,1,High Value
CUST1473,57,79,5,23,64.64,9.1,9,3089,South,Female,9.085,0.3896103896103896,107.28,1,High Value
CUST1474,69,119,11,45,302.34,1.6,3,4757,South,Female,58.905,0.06651884700665188,103.14,1,High Value
CUST1475,33,87,59,16,250.87,9.6,8,4853,North,Male,82.128,0.49689440993788814,145.06,2,At-Risk
CUST1476,30,139,98,50,328.32,3.5,5,4384,North,Female,681.1,0.0998003992015968,105.18,0,Budget Shoppers
CUST1477,67,56,88,42,51.13,8.9,7,720,South,Male,206.976,0.166270783847981,58.9,0,Budget Shoppers
CUST1478,59,91,79,8,298.39,6.2,6,4733,North,Female,57.512,0.7407407407407408,125.66,2,At-Risk
CUST1479,47,146,38,50,289.51,8.4,1,498,North,Male,277.4,0.01996007984031936,51.96,0,Budget Shoppers
CUST1480,36,125,72,21,289.12,9.8,2,4729,South,Male,189.0,0.0947867298578199,143.57999999999998,0,Budget Shoppers
CUST1481,34,111,5,1,309.67,3.2,0,1673,South,Male,0.555,0.0,49.46,2,At-Risk
CUST1482,36,50,48,8,344.7,9.6,8,3067,West,Female,19.2,0.9876543209876544,109.34,2,At-Risk
CUST1483,45,141,90,29,406.39,4.2,6,114,South,Male,368.01,0.20618556701030927,23.28,0,Budget Shoppers
CUST1484,43,70,18,32,149.51,4.2,0,2979,South,Female,40.32,0.0,80.58,1,High Value
CUST1485,54,48,70,38,416.02,3.7,2,4769,East,Female,127.68,0.05249343832020997,113.88,1,High Value
